   82,    4
    19880409,         0.000,         4.160,   1000000.000
    19880420,        -0.040,         4.730,   1000000.000
    19880509,        -0.290,        11.370,   1000000.000
    19880520,        -0.580,         7.630,   1000000.000
    19880607,        -0.830,         8.900,   1000000.000
    19880617,        -0.930,         9.880,   1000000.000
    19880713,        -0.930,         9.880,   1000000.000
    19880726,        -1.070,        11.720,   1000000.000
    19880804,        -1.110,        12.920,   1000000.000
    19880817,        -1.220,        14.470,   1000000.000
    19880903,        -1.240,        15.110,   1000000.000
    19880920,        -1.260,        15.250,   1000000.000
    19881007,        -1.240,        14.900,   1000000.000
    19881017,        -0.830,        12.920,   1000000.000
    19881108,        -0.660,        11.440,   1000000.000
    19881122,        -0.660,        11.440,   1000000.000
    19881207,        -0.390,        10.310,   1000000.000
    19881222,        -0.170,         8.330,   1000000.000
    19891206,        -1.110,        11.300,   1000000.000
    19891221,        -0.930,        10.660,   1000000.000
    19900208,        -0.230,         7.060,   1000000.000
    19900221,        -0.210,         6.570,   1000000.000
    19900305,         0.000,         6.000,   1000000.000
    19900316,        -0.080,         5.220,   1000000.000
    19900427,        -0.640,         6.140,   1000000.000
    19900505,        -0.600,         6.710,   1000000.000
    19900524,        -0.740,         7.630,   1000000.000
    19900608,        -0.830,         8.750,   1000000.000
    19900622,        -0.890,        10.100,   1000000.000
    19900706,        -1.180,        10.940,   1000000.000
    19900723,        -1.180,         5.220,   1000000.000
    19900808,        -1.420,        13.340,   1000000.000
    19900822,        -1.490,        18.990,   1000000.000
    19900905,        -1.470,        14.970,   1000000.000
    19900921,        -1.630,        15.040,   1000000.000
    19901009,        -1.610,        15.040,   1000000.000
    19901019,        -1.690,        14.900,   1000000.000
    19901106,        -1.570,        14.260,   1000000.000
    19901116,        -1.510,        13.700,   1000000.000
    19901205,        -1.110,        12.350,   1000000.000
    19901218,        -0.640,         1.650,   1000000.000
    19910111,        -0.290,         9.530,   1000000.000
    19910121,        -0.060,         8.750,   1000000.000
    19910201,         0.000,         7.700,   1000000.000
    19910228,         0.190,         6.000,   1000000.000
    19910312,         0.170,         5.580,   1000000.000
    19910321,        -0.020,         5.720,   1000000.000
    19910410,        -0.310,         6.000,   1000000.000
    19910418,        -0.540,         6.640,   1000000.000
    19910513,        -0.560,         7.060,   1000000.000
    19910521,        -0.760,         9.950,   1000000.000
    19910626,        -0.850,        10.240,   1000000.000
    19910712,        -0.930,        11.080,   1000000.000
    19910724,        -1.010,        12.210,   1000000.000
    19910813,        -1.030,        13.480,   1000000.000
    19910821,        -1.160,        13.980,   1000000.000
    19910906,        -1.110,        14.970,   1000000.000
    19910924,        -1.070,        14.900,   1000000.000
    19911007,        -0.950,        14.760,   1000000.000
    19911015,        -0.950,        14.760,   1000000.000
    19911102,        -0.830,        14.120,   1000000.000
    19911120,        -0.540,        12.920,   1000000.000
    19911206,        -0.190,        11.930,   1000000.000
    19911217,        -0.120,        10.730,   1000000.000
    19920106,         0.250,         8.820,   1000000.000
    19920120,         0.580,         7.480,   1000000.000
    19920213,         0.850,         5.580,   1000000.000
    19920303,         0.800,         4.660,   1000000.000
    19920317,         0.700,         4.310,   1000000.000
    19920409,         0.410,         4.310,   1000000.000
    19920508,        -0.020,         6.000,   1000000.000
    19920526,        -0.310,         6.710,   1000000.000
    19920615,        -0.500,         8.400,   1000000.000
    19920621,        -0.560,         9.040,   1000000.000
    19920706,        -0.640,        10.020,   1000000.000
    19920725,        -0.740,        10.870,   1000000.000
    19920812,         0.520,        12.000,   1000000.000
    19920824,        -2.100,        16.240,   1000000.000
    19920910,        -0.890,         6.490,   1000000.000
    19920916,        -0.910,        13.630,   1000000.000
    19921012,        -1.050,        17.790,   1000000.000
    19921027,        -0.830,        24.080,   1000000.000
