   232,    4
    19870616,         0.000,        29.670,   1000000.000
    19870624,         0.100,        27.050,   1000000.000
    19870711,         0.210,        22.240,   1000000.000
    19870721,         0.330,        19.900,   1000000.000
    19870815,         0.410,        16.040,   1000000.000
    19870822,         0.460,        15.090,   1000000.000
    19870914,         0.290,        15.530,   1000000.000
    19870924,         0.140,        16.550,   1000000.000
    19871013,         0.270,        16.620,   1000000.000
    19871023,        -0.020,        16.620,   1000000.000
    19871123,        -0.020,        16.620,   1000000.000
    19871205,         0.040,        16.480,   1000000.000
    19871218,         0.040,        15.750,   1000000.000
    19880106,         0.060,        15.820,   1000000.000
    19880119,         0.080,        13.340,   1000000.000
    19880202,         0.210,        12.100,   1000000.000
    19880308,         0.350,         8.750,   1000000.000
    19880322,         0.700,         7.580,   1000000.000
    19880407,         0.700,         6.490,   1000000.000
    19880419,         0.700,         6.490,   1000000.000
    19880506,         0.750,         7.360,   1000000.000
    19880519,         0.680,         7.360,   1000000.000
    19880609,         1.120,         9.110,   1000000.000
    19880623,         1.160,         9.910,   1000000.000
    19880712,         1.160,        10.860,   1000000.000
    19880722,         1.700,        10.940,   1000000.000
    19880805,         1.800,        11.150,   1000000.000
    19880817,         1.930,        11.520,   1000000.000
    19880906,         1.990,        12.830,   1000000.000
    19880920,         2.170,        13.050,   1000000.000
    19881007,         2.480,        13.490,   1000000.000
    19881021,         2.920,        12.980,   1000000.000
    19881108,         3.500,        13.560,   1000000.000
    19881121,         3.560,        14.730,   1000000.000
    19881208,         3.540,        14.580,   1000000.000
    19881221,         3.560,        14.510,   1000000.000
    19890106,         3.600,        14.730,   1000000.000
    19890120,         3.480,        14.220,   1000000.000
    19890218,         3.420,        13.850,   1000000.000
    19890306,         3.390,        13.560,   1000000.000
    19890322,         3.480,        13.410,   1000000.000
    19890406,         3.560,        12.830,   1000000.000
    19890420,         3.620,        12.320,   1000000.000
    19890613,         3.660,        13.190,   1000000.000
    19890622,         3.710,        13.560,   1000000.000
    19890711,         3.460,        13.630,   1000000.000
    19890719,         3.460,        13.850,   1000000.000
    19890726,         3.500,        13.920,   1000000.000
    19890804,         3.500,        12.830,   1000000.000
    19890816,         3.500,        13.340,   1000000.000
    19890907,         3.620,        14.140,   1000000.000
    19890920,         3.640,        14.140,   1000000.000
    19891013,         3.600,        14.510,   1000000.000
    19891021,         3.600,        14.290,   1000000.000
    19891110,         3.560,        15.160,   1000000.000
    19891125,         3.580,        15.730,   1000000.000
    19891214,         3.790,        14.800,   1000000.000
    19891223,         3.600,        14.650,   1000000.000
    19900105,         3.440,        14.870,   1000000.000
    19900117,         3.460,        14.730,   1000000.000
    19900212,         3.460,        14.510,   1000000.000
    19900222,         3.660,        14.000,   1000000.000
    19900310,         3.390,        14.290,   1000000.000
    19900322,         3.330,        14.140,   1000000.000
    19900511,         3.440,        13.780,   1000000.000
    19900523,         3.480,        13.190,   1000000.000
    19900611,         3.310,        13.780,   1000000.000
    19900626,         3.440,        13.700,   1000000.000
    19900717,         3.390,        13.920,   1000000.000
    19900808,         3.290,        14.140,   1000000.000
    19900821,         3.420,        14.430,   1000000.000
    19900904,         3.290,        14.650,   1000000.000
    19901004,         3.440,        14.870,   1000000.000
    19901019,         3.390,        15.020,   1000000.000
    19901110,         3.520,        14.940,   1000000.000
    19901122,         3.440,        15.020,   1000000.000
    19901206,         3.060,        15.450,   1000000.000
    19901221,         3.370,        15.020,   1000000.000
    19910111,         3.350,        15.310,   1000000.000
    19910123,         3.250,        15.020,   1000000.000
    19910202,         3.370,        14.290,   1000000.000
    19910308,         3.310,        14.220,   1000000.000
    19910322,         3.420,        14.140,   1000000.000
    19910412,         2.920,        15.820,   1000000.000
    19910419,         3.500,        13.490,   1000000.000
    19910509,         3.520,        13.190,   1000000.000
    19910524,         3.560,        13.120,   1000000.000
    19910614,         3.540,        13.340,   1000000.000
    19910625,         3.250,        13.920,   1000000.000
    19910712,         3.520,        13.490,   1000000.000
    19910724,         3.420,        13.920,   1000000.000
    19910812,         3.620,        14.220,   1000000.000
    19910824,         4.140,        14.510,   1000000.000
    19910911,         3.680,        13.700,   1000000.000
    19910919,         3.520,        14.510,   1000000.000
    19911008,         3.660,        14.360,   1000000.000
    19911023,         3.500,        14.650,   1000000.000
    19911108,         3.620,        13.700,   1000000.000
    19911122,         3.580,        14.580,   1000000.000
    19911206,         3.600,        14.220,   1000000.000
    19911220,         3.540,        14.290,   1000000.000
    19920110,         3.640,        14.140,   1000000.000
    19920120,         3.600,        14.140,   1000000.000
    19920221,         3.620,        13.190,   1000000.000
    19920302,         3.640,        12.900,   1000000.000
    19920324,         3.500,        12.900,   1000000.000
    19920416,         3.620,        12.690,   1000000.000
    19920509,         3.480,        12.540,   1000000.000
    19920521,         3.290,        12.470,   1000000.000
    19920606,         3.730,        12.320,   1000000.000
    19920616,         3.520,        12.690,   1000000.000
    19920715,         3.500,        12.690,   1000000.000
    19920725,         3.560,        12.610,   1000000.000
    19920812,         3.540,        12.830,   1000000.000
    19920824,         3.660,        13.490,   1000000.000
    19920911,         3.620,        13.410,   1000000.000
    19920926,         3.620,        13.490,   1000000.000
    19921012,         3.540,        13.700,   1000000.000
    19921027,         3.500,        13.700,   1000000.000
    19921106,         3.520,        13.920,   1000000.000
    19921116,         3.520,        13.920,   1000000.000
    19921208,         3.560,        13.920,   1000000.000
    19921217,         3.560,        13.920,   1000000.000
    19930105,         3.540,        13.850,   1000000.000
    19930115,         3.580,        13.700,   1000000.000
    19930211,         3.620,        13.340,   1000000.000
    19930224,         3.500,        13.340,   1000000.000
    19930311,         3.950,        10.720,   1000000.000
    19930325,         3.540,        12.830,   1000000.000
    19930412,         3.520,        12.690,   1000000.000
    19930421,         3.540,        12.540,   1000000.000
    19930506,         3.500,        12.250,   1000000.000
    19930526,         3.560,        12.250,   1000000.000
    19930603,         3.480,        12.030,   1000000.000
    19930626,         3.580,        12.170,   1000000.000
    19930713,         3.580,        12.320,   1000000.000
    19930723,         3.580,        12.250,   1000000.000
    19930803,         3.770,        12.100,   1000000.000
    19930823,         3.750,        13.270,   1000000.000
    19930902,         3.770,        12.900,   1000000.000
