real,predict
0.5386844291937195,0.5610749
0.5124348670867669,0.51748616
0.5071329952865333,0.51330507
0.5201446318601946,0.52624214
0.5503346183670605,0.5450767
0.5957042334264911,0.5879375
0.6421979961291029,0.6502403
0.6591709202052908,0.6838386
0.6262143182431575,0.6412321
0.561970144777884,0.56636643
0.5020940142184075,0.52321136
0.4514322886115943,0.4871049
0.3890976243438608,0.40777114
0.3214798994679901,0.32174855
0.29030660946486697,0.28503233
0.3141381903783348,0.32762784
0.3592205387673669,0.3802807
0.3910989583957009,0.38701737
0.4211220807956591,0.3976108
0.4691620610118497,0.47291657
0.5068674832814966,0.5460695
0.4819710626103942,0.50309664
0.3926125734428074,0.38710997
0.2984124068242648,0.29902023
0.2498671822728641,0.27405208
0.2349369664833108,0.2615676
0.21141725682946053,0.22837812
0.17619882470420584,0.18099503
0.1796602204531091,0.15359136
0.26400465454017136,0.23922999
0.3973996037025013,0.41346577
0.4898922790319264,0.5156936
0.4860506470061292,0.4755052
0.42493009079197375,0.3950427
0.3844713409714343,0.39465138
0.3804012558940112,0.41734228
0.3604922507129887,0.3781782
0.2993412757178009,0.3037287
0.2487304564883241,0.23708075
0.2703768116632055,0.2594269
0.3587401983005976,0.35750982
0.4609177108146237,0.44980672
0.537280475762431,0.5214925
0.5670388304817862,0.57177293
0.5314895450132862,0.5610325
0.4428175207126767,0.44255793
0.3630908569586677,0.34512985
0.3379642145955409,0.3552606
0.330009963293658,0.36990297
0.27879492726517724,0.30097145
0.21100773395769806,0.20705123
0.21396942271077493,0.1917268
0.2996942826412564,0.31894195
0.384485478732948,0.40182784
0.4653098982423682,0.39347777
